id,title,naver_url,original_url,source,published,has_published,image_url
11,"성동구, 2023 서울서베이 행복지수 상승률 1위 기록",,http://www.shinailbo.co.kr/news/articleView.html?idxno=1887082,신아일보,2024.06.12.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5364%2F2024%2F06%2F12%2F903074.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
12,출생률 제고를 위한 성욕과 교미의 정치경제학 [플랫],https://n.news.naver.com/mnews/article/032/0003301649?sid=110,https://www.khan.co.kr/article/202406111613001,경향신문,2024.06.11.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2024%2F06%2F11%2F3301649.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
13,아이들이 가꾸어 나가는 ‘어린이 식당’…따뜻한 공간 경험까지,https://n.news.naver.com/mnews/article/028/0002693113?sid=102,https://www.hani.co.kr/arti/society/schooling/1144231.html,한겨레,2024.06.10.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F06%2F10%2F2693113.jpg&type=f200_200&expire=2&refresh=true
15,"울진군, 아동친화음식점 ‘웰컴키즈존’ 참여업소 모집",,http://www.shinailbo.co.kr/news/articleView.html?idxno=1889129,신아일보,2024.06.16.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5364%2F2024%2F06%2F16%2F904807.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
16,“청년층에 출산이 가치 있다는 인식 심어 줘야”[인구대반전 지금이 골...,https://n.news.naver.com/mnews/article/081/0003459276?sid=102,https://www.seoul.co.kr/news/2024/06/21/20240621006006?wlog_tag3=naver,서울신문,2024.06.21.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2024%2F06%2F21%2F3459276.jpg&type=f200_200&expire=2&refresh=true
17,"‘아줌마 출입 금지’…英 BBC, 인천 헬스장 논란 보도",https://n.news.naver.com/mnews/article/023/0003840488?sid=104,https://www.chosun.com/international/international_general/2024/06/15/7E5KKF75SRFW7GE5R527IV4GQY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F15%2F3840488.jpg&type=f200_200&expire=2&refresh=true
18,국제논쟁 불붙은 ‘아줌마 출입금지’…BBC도 韓 헬스장 논란 집중 조명,https://n.news.naver.com/mnews/article/021/0002643147?sid=104,https://www.munhwa.com/news/view.html?no=2024061501039930178002,문화일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F06%2F15%2F2643147.jpg&type=f200_200&expire=2&refresh=true
19,"BBC, 헬스장 ‘아줌마 출입금지’ 문구에 “특정 연령 그룹에 대한 불관...",https://n.news.naver.com/mnews/article/032/0003302450?sid=102,https://www.khan.co.kr/article/202406151742001,경향신문,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2024%2F06%2F15%2F3302450.jpg&type=f200_200&expire=2&refresh=true
20,"'아줌마 출입금지' 이어…""노인 등록불가"" 호텔 헬스장 발칵",https://n.news.naver.com/mnews/article/025/0003367374?sid=102,https://www.joongang.co.kr/article/25256985,중앙일보,2024.06.17.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F06%2F17%2F3367374.jpg&type=f200_200&expire=2&refresh=true
21,'아줌마 출입금지'라는 혐오의 자유 [36.5˚C],https://n.news.naver.com/mnews/article/469/0000807304?sid=110,https://www.hankookilbo.com/News/Read/A2024061716390003231?did=NA,한국일보,2024.06.18.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F18%2F807304.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
22,“화장실 두고 왜”…식당서 아이 소변 본 페트병 놓고 간 부부,https://n.news.naver.com/mnews/article/081/0003458022?sid=102,https://www.seoul.co.kr/news/society/2024/06/16/20240616500060?wlog_tag3=naver,서울신문,2024.06.16.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2024%2F06%2F16%2F3458022.jpg&type=f200_200&expire=2&refresh=true
23,“‘아줌마 금지’ 女혐오 목적으로 작성한 것 아냐”,https://n.news.naver.com/mnews/article/022/0003941969?sid=102,http://www.segye.com/newsView/20240615504309?OutUrl=naver,세계일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F022%2F2024%2F06%2F15%2F3941969.jpg&type=f200_200&expire=2&refresh=true
24,주인공 정치만 있고 관찰자 정치가 없다 [2030의 정치학],https://n.news.naver.com/mnews/article/469/0000807469?sid=110,https://www.hankookilbo.com/News/Read/A2024061813550004192?did=NA,한국일보,2024.06.18.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F18%2F807469.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
27,"노키즈, 노아줌마, 노실버… 당신도 거부당할 수 있습니다",https://n.news.naver.com/mnews/article/023/0003841753?sid=102,https://www.chosun.com/national/weekend/2024/06/22/OFWRAKW7P5HE3LOVTKL5MOQZSU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.22.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F22%2F3841753.jpg&type=f200_200&expire=2&refresh=true
28,요즘 호텔 수영장엔 아이들이 없네… 이유를 이제 알았다,https://n.news.naver.com/mnews/article/023/0003842428?sid=101,https://www.chosun.com/economy/industry-company/2024/06/26/OCZ2ESM5EZB25NHS5JR46M6YJE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F26%2F3842428.jpg&type=f200_200&expire=2&refresh=true
29,"놀이터 '공놀이 금지' 경고문… ""어린이 인권침해"" 관리사무소 상대 소...",https://n.news.naver.com/mnews/article/469/0000808593?sid=102,https://www.hankookilbo.com/News/Read/A2024062510420001760?did=NA,한국일보,2024.06.25.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F25%2F808593.jpg&type=f200_200&expire=2&refresh=true
30,“19세 넘어야 출입”…호텔들 ‘노키즈 수영장’ 도입,https://n.news.naver.com/mnews/article/021/0002645714?sid=102,https://www.munhwa.com/news/view.html?no=2024062901039910183001,문화일보,2024.06.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F06%2F29%2F2645714.jpg&type=f200_200&expire=2&refresh=true
31,‘놀이터 공놀이 금지’ 아파트 관리실 “설명 불충분” 사과,https://n.news.naver.com/mnews/article/020/0003573982?sid=102,https://www.donga.com/news/Society/article/all/20240702/125732423/2,동아일보,2024.07.02.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F020%2F2024%2F07%2F02%2F3573982.jpg&type=f200_200&expire=2&refresh=true
32,"청량한 소설이 만든 그늘, 기이한 이야기가 일으킨 바람 속으로",https://n.news.naver.com/mnews/article/023/0003843148?sid=103,https://www.chosun.com/culture-life/book/2024/06/29/M7OWH2FIBNCGHKYVOI3LCDK7XU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F29%2F3843148.jpg&type=f200_200&expire=2&refresh=true
33,놀이터 ‘공놀이 금지’ 소송기…엄마는 UN에 진정서도 보냈다,https://n.news.naver.com/mnews/article/028/0002697583?sid=102,https://www.hani.co.kr/arti/society/society_general/1148635.html,한겨레,2024.07.11.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F07%2F11%2F2697583.jpg&type=f200_200&expire=2&refresh=true
34,“아이들이 직접 아동정책 만들고 제안해요”,https://n.news.naver.com/mnews/article/021/0002649286?sid=102,https://www.munhwa.com/news/view.html?no=2024071801072906089001,문화일보,2024.07.18.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F07%2F18%2F2649286.jpg&type=f200_200&expire=2&refresh=true
35,"세이브더칠드런, 대한민국 아동총회 지역대회 개최",https://n.news.naver.com/mnews/article/020/0003576318?sid=102,https://www.donga.com/news/Society/article/all/20240715/125936046/1,동아일보,2024.07.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F020%2F2024%2F07%2F15%2F3576318.jpg&type=f200_200&expire=2&refresh=true
36,“문 안잡아줘 아이 다쳤다?” 팔 끼인 아이 부모 먼저 나간 이에 소송,https://n.news.naver.com/mnews/article/021/0002650577?sid=102,https://www.munhwa.com/news/view.html?no=2024072501039910274009,문화일보,2024.07.25.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F07%2F25%2F2650577.jpg&type=f200_200&expire=2&refresh=true
37,가게 문에 손 끼인 아이… 직전 문 연 손님에 배상 요구한 부모,https://n.news.naver.com/mnews/article/023/0003847966?sid=102,https://www.chosun.com/national/national_general/2024/07/23/D75ZH3BIINC23OPZZSSBG4CVUU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.07.23.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F07%2F23%2F3847966.jpg&type=f200_200&expire=2&refresh=true
38,긍정 메시지 앞세워야 할 저출생 대책[시평],https://n.news.naver.com/mnews/article/021/0002650643?sid=110,https://www.munhwa.com/news/view.html?no=2024072501033011000002,문화일보,2024.07.25.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F07%2F25%2F2650643.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
39,서울시 “노키즈존 막는다”…웰컴키즈 안심보험 출시,https://n.news.naver.com/mnews/article/005/0001713963?sid=102,https://www.kmib.co.kr/article/view.asp?arcid=0020355612&code=61122011&cp=nv,국민일보,2024.07.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F005%2F2024%2F07%2F28%2F1713963.jpg&type=f200_200&expire=2&refresh=true
40,서울시 “노키즈존 막는다”… 웰컴키즈 안심보험 출시,https://n.news.naver.com/mnews/article/005/0001714072?sid=102,https://www.kmib.co.kr/article/view.asp?arcid=1722150596&code=11131400&cp=nv,국민일보,2024.07.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F005%2F2024%2F07%2F29%2F1714072.jpg&type=f200_200&expire=2&refresh=true
41,식당 어린이 사고 배상..서울시 ‘웰컴키즈 안심보험’ 출시,https://n.news.naver.com/mnews/article/023/0003848984?sid=102,https://www.chosun.com/national/national_general/2024/07/28/FEN7VST3QNGBRINKVZ2HCPYPWA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.07.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F07%2F28%2F3848984.jpg&type=f200_200&expire=2&refresh=true
42,노키즈존 줄인다…식당·카페 안전사고 최대 2000만원 보상,,https://www.asiatoday.co.kr/view.php?key=20240727010017131,아시아투데이,2024.07.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5268%2F2024%2F07%2F28%2F1980177.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
43,"""호텔서도 애들한테 시달릴래?"" 에어비앤비 광고, '노키즈존' 조장 논란",https://n.news.naver.com/mnews/article/469/0000814642?sid=102,https://www.hankookilbo.com/News/Read/A2024072615220004549?did=NA,한국일보,2024.07.27.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F07%2F27%2F814642.jpg&type=f200_200&expire=2&refresh=true
44,‘웰컴키즈 안심보험’ 전국 첫 출시…음식점·카페 사고 최대 2000만원...,https://n.news.naver.com/mnews/article/032/0003311207?sid=102,https://www.khan.co.kr/article/202407281115001,경향신문,2024.07.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2024%2F07%2F28%2F3311207.jpg&type=f200_200&expire=2&refresh=true
45,어린이 안전사고 보장 ‘웰컴키즈 안심보험’ 출시,https://n.news.naver.com/mnews/article/020/0003578980?sid=102,https://www.donga.com/news/Society/article/all/20240728/126168368/2,동아일보,2024.07.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fmimgnews.pstatic.net%2Fimage%2Fupload%2Foffice_logo%2F020%2F2017%2F01%2F05%2Flogo_020_18_20170105111205.png&type=f54_54&expire=24&refresh=true
46,"카페·음식점서 어린이 ‘미끌’, ‘화상’우려? …서울시, “2000만원까...",https://n.news.naver.com/mnews/article/021/0002651115?sid=101,https://www.munhwa.com/news/view.html?no=2024072801039910159007,문화일보,2024.07.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F07%2F28%2F2651115.jpg&type=f200_200&expire=2&refresh=true
47,“노키즈존 없애주세요” 아동들 요구에…정부는 ‘시늉’만 냈다,https://n.news.naver.com/mnews/article/028/0002701940?sid=102,https://www.hani.co.kr/arti/society/rights/1152886.html,한겨레,2024.08.08.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F08%2F08%2F2701940.jpg&type=f200_200&expire=2&refresh=true
48,"광명시, 아이들 눈높이로 아동 차별 없는 행복 도시 만든다",,http://www.shinailbo.co.kr/news/articleView.html?idxno=1915309,신아일보,2024.08.09.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5364%2F2024%2F08%2F09%2F926443.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
49,"[대한민국 갈등넘어 통합으로] 차별·혐오 부추기는 'NO 존'... ""공동체·...",,https://www.asiatoday.co.kr/view.php?key=20240812010005957,아시아투데이,2024.08.11.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5268%2F2024%2F08%2F11%2F1986017.jpg&type=f200_200&expire=2&refresh=true
50,[어디로 가야하죠①] 할아버지도 아주머니도 아이도…NO NO NO,,https://www.asiatoday.co.kr/view.php?key=20240811010005829,아시아투데이,2024.08.11.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5268%2F2024%2F08%2F11%2F1985952.jpg&type=f200_200&expire=2&refresh=true
51,"‘노키즈존’ 술집에 아이 데려온 손님, 입장 막자 “배불렀네”",https://n.news.naver.com/mnews/article/023/0003854749?sid=102,https://www.chosun.com/national/national_general/2024/08/26/L36XQM7MHJHR5JB5OCL7ZHIZ24/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.08.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F08%2F26%2F3854749.jpg&type=f200_200&expire=2&refresh=true
52,“배가 불렀네!”…술집인데 ‘노키즈존’ 욕먹을 일인가요?[이슈픽],https://n.news.naver.com/mnews/article/081/0003475085?sid=102,https://www.seoul.co.kr/news/society/accident/2024/08/26/20240826500220?wlog_tag3=naver,서울신문,2024.08.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2024%2F08%2F26%2F3475085.jpg&type=f200_200&expire=2&refresh=true
53,"“어른6, 아이1인데 안 받아? 배가 불렀네”…맥줏집 왔다가 ‘노키즈존...",https://n.news.naver.com/mnews/article/022/0003963151?sid=102,http://www.segye.com/newsView/20240826513015?OutUrl=naver,세계일보,2024.08.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F022%2F2024%2F08%2F26%2F3963151.jpg&type=f200_200&expire=2&refresh=true
54,“울음 소리 듣기 싫어”…비행기 화장실에 1살 아이 가둔 승객들,https://n.news.naver.com/mnews/article/023/0003855621?sid=104,https://www.chosun.com/international/international_general/2024/08/30/FOALZB4MHFHHPPC46PGJYDBGHY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.08.30.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F08%2F30%2F3855621.jpg&type=f200_200&expire=2&refresh=true
55,“양해도 없이 매장에 돗자리 깔고 아이들 놀게 해”… 자영업자의 토로,https://n.news.naver.com/mnews/article/023/0003855450?sid=102,https://www.chosun.com/national/national_general/2024/08/29/KFQHUNXOYRDFVAWP23O57YZ5KM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.08.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F08%2F29%2F3855450.jpg&type=f200_200&expire=2&refresh=true
56,"여의도 풍선, 이태원 육교…MZ ‘뷰 맛집’은 따로 있다",https://n.news.naver.com/mnews/article/025/0003383042?sid=103,https://www.joongang.co.kr/article/25274116,중앙일보,2024.08.30.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F08%2F30%2F3383042.jpg&type=f200_200&expire=2&refresh=true
57,"""맥줏집, 아이 안 받는다"" 손님 거절한 사장에…""배불렀네"" 조롱",https://n.news.naver.com/mnews/article/025/0003382118?sid=102,https://www.joongang.co.kr/article/25273160,중앙일보,2024.08.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F08%2F26%2F3382118.jpg&type=f200_200&expire=2&refresh=true
58,MZ들 '서울 뷰 맛집' 따로 있다…지름 22m 풍선 타는 이곳,https://n.news.naver.com/mnews/article/025/0003382528?sid=103,https://www.joongang.co.kr/article/25273581,중앙일보,2024.08.28.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F08%2F28%2F3382528.jpg&type=f200_200&expire=2&refresh=true
59,[카페 2030] ‘웰컴 키즈존’에도 예의는 있다,https://n.news.naver.com/mnews/article/023/0003856982?sid=110,https://www.chosun.com/opinion/cafe_2040/2024/09/06/AO7LDV6DLBF4RA2RM7GWZ3VCQ4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.09.06.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F09%2F06%2F3856982.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
60,“우는 소리 시끄러워” 1살 아기 비행기 화장실에 가둔 중국 여성들,https://n.news.naver.com/mnews/article/022/0003964691?sid=104,http://www.segye.com/newsView/20240831500967?OutUrl=naver,세계일보,2024.08.31.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F022%2F2024%2F08%2F31%2F3964691.jpg&type=f200_200&expire=2&refresh=true
61,“한국선 유모차보다 ‘개모차’ 더 팔려”,https://n.news.naver.com/mnews/article/028/0002706710?sid=104,https://www.hani.co.kr/arti/international/america/1157754.html,한겨레,2024.09.09.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F09%2F09%2F2706710.jpg&type=f200_200&expire=2&refresh=true
62,“출산율 꼴찌 한국 유모차보다 ‘개모차’ 더 팔려”,https://n.news.naver.com/mnews/article/005/0001724093?sid=104,https://www.kmib.co.kr/article/view.asp?arcid=0020509232&code=61131111&cp=nv,국민일보,2024.09.10.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F005%2F2024%2F09%2F10%2F1724093.jpg&type=f200_200&expire=2&refresh=true
63,아이들을 대하는 어른들의 시선이 좀 더 따뜻했으면 [왜냐면],https://n.news.naver.com/mnews/article/028/0002706703?sid=110,https://www.hani.co.kr/arti/opinion/because/1157747.html,한겨레,2024.09.09.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F09%2F09%2F2706703.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
64,"'아이와 함께' 인스타 크리에이터 마이민 ""확실한 콘셉트와 꾸준함이 성...",https://n.news.naver.com/mnews/article/469/0000822032?sid=102,https://www.hankookilbo.com/News/Read/A2024090517110005596?did=NA,한국일보,2024.09.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F09%2F07%2F822032.jpg&type=f200_200&expire=2&refresh=true
65,"""조용히 했는데도 '노 키즈 존' 카페에서 내쫓긴 어린이...부끄러움이 밀...",https://n.news.naver.com/mnews/article/469/0000827292?sid=103,https://www.hankookilbo.com/News/Read/A2024100920250000949?did=NA,한국일보,2024.10.11.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F10%2F11%2F827292.jpg&type=f200_200&expire=2&refresh=true
66,"영등포구의회, 2024년 하반기 청소년 의회교실 개최",,http://www.shinailbo.co.kr/news/articleView.html?idxno=1941432,신아일보,2024.10.08.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5364%2F2024%2F10%2F08%2F947870.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
67,"'노줌마존'까지 등장…전문가들 ""'노○○'하면 결국 모두가 손해""",https://n.news.naver.com/mnews/article/025/0003392932?sid=102,https://www.joongang.co.kr/article/25283762,중앙일보,2024.10.12.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F10%2F12%2F3392932.jpg&type=f200_200&expire=2&refresh=true
