id,title,naver_url,original_url,source,published,has_published,image_url
11,아이들이 가꾸어 나가는 ‘어린이 식당’…따뜻한 공간 경험까지,https://n.news.naver.com/mnews/article/028/0002693113?sid=102,https://www.hani.co.kr/arti/society/schooling/1144231.html,한겨레,2024.06.10.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F028%2F2024%2F06%2F10%2F2693113.jpg&type=f200_200&expire=2&refresh=true
12,“청년층에 출산이 가치 있다는 인식 심어 줘야”[인구대반전 지금이 골...,https://n.news.naver.com/mnews/article/081/0003459276?sid=102,https://www.seoul.co.kr/news/2024/06/21/20240621006006?wlog_tag3=naver,서울신문,2024.06.21.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2024%2F06%2F21%2F3459276.jpg&type=f200_200&expire=2&refresh=true
13,"‘아줌마 출입 금지’…英 BBC, 인천 헬스장 논란 보도",https://n.news.naver.com/mnews/article/023/0003840488?sid=104,https://www.chosun.com/international/international_general/2024/06/15/7E5KKF75SRFW7GE5R527IV4GQY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F15%2F3840488.jpg&type=f200_200&expire=2&refresh=true
14,"BBC ""한국 헬스장서 '아줌마 출입 금지'… 불관용과 성차별 증거""",https://n.news.naver.com/mnews/article/469/0000806961?sid=104,https://www.hankookilbo.com/News/Read/A2024061511040004412?did=NA,한국일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F15%2F806961.jpg&type=f200_200&expire=2&refresh=true
15,국제논쟁 불붙은 ‘아줌마 출입금지’…BBC도 韓 헬스장 논란 집중 조명,https://n.news.naver.com/mnews/article/021/0002643147?sid=104,https://www.munhwa.com/news/view.html?no=2024061501039930178002,문화일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F06%2F15%2F2643147.jpg&type=f200_200&expire=2&refresh=true
16,"BBC, 헬스장 ‘아줌마 출입금지’ 문구에 “특정 연령 그룹에 대한 불관...",https://n.news.naver.com/mnews/article/032/0003302450?sid=102,https://www.khan.co.kr/article/202406151742001,경향신문,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2024%2F06%2F15%2F3302450.jpg&type=f200_200&expire=2&refresh=true
17,"'아줌마 출입금지' 이어…""노인 등록불가"" 호텔 헬스장 발칵",https://n.news.naver.com/mnews/article/025/0003367374?sid=102,https://www.joongang.co.kr/article/25256985,중앙일보,2024.06.17.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2024%2F06%2F17%2F3367374.jpg&type=f200_200&expire=2&refresh=true
18,“화장실 두고 왜”…식당서 아이 소변 본 페트병 놓고 간 부부,https://n.news.naver.com/mnews/article/081/0003458022?sid=102,https://www.seoul.co.kr/news/society/2024/06/16/20240616500060?wlog_tag3=naver,서울신문,2024.06.16.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2024%2F06%2F16%2F3458022.jpg&type=f200_200&expire=2&refresh=true
19,'아줌마 출입금지'라는 혐오의 자유 [36.5˚C],https://n.news.naver.com/mnews/article/469/0000807304?sid=110,https://www.hankookilbo.com/News/Read/A2024061716390003231?did=NA,한국일보,2024.06.18.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F18%2F807304.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
20,“‘아줌마 금지’ 女혐오 목적으로 작성한 것 아냐”,https://n.news.naver.com/mnews/article/022/0003941969?sid=102,http://www.segye.com/newsView/20240615504309?OutUrl=naver,세계일보,2024.06.15.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F022%2F2024%2F06%2F15%2F3941969.jpg&type=f200_200&expire=2&refresh=true
21,주인공 정치만 있고 관찰자 정치가 없다 [2030의 정치학],https://n.news.naver.com/mnews/article/469/0000807469?sid=110,https://www.hankookilbo.com/News/Read/A2024061813550004192?did=NA,한국일보,2024.06.18.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F18%2F807469.jpg&type=ofullfill208_208_empty&expire=2&refresh=true
23,"노키즈, 노아줌마, 노실버… 당신도 거부당할 수 있습니다",https://n.news.naver.com/mnews/article/023/0003841753?sid=102,https://www.chosun.com/national/weekend/2024/06/22/OFWRAKW7P5HE3LOVTKL5MOQZSU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.22.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F22%2F3841753.jpg&type=f200_200&expire=2&refresh=true
24,요즘 호텔 수영장엔 아이들이 없네… 이유를 이제 알았다,https://n.news.naver.com/mnews/article/023/0003842428?sid=101,https://www.chosun.com/economy/industry-company/2024/06/26/OCZ2ESM5EZB25NHS5JR46M6YJE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.26.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F26%2F3842428.jpg&type=f200_200&expire=2&refresh=true
25,"놀이터 '공놀이 금지' 경고문… ""어린이 인권침해"" 관리사무소 상대 소...",https://n.news.naver.com/mnews/article/469/0000808593?sid=102,https://www.hankookilbo.com/News/Read/A2024062510420001760?did=NA,한국일보,2024.06.25.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2024%2F06%2F25%2F808593.jpg&type=f200_200&expire=2&refresh=true
26,“19세 넘어야 출입”…호텔들 ‘노키즈 수영장’ 도입,https://n.news.naver.com/mnews/article/021/0002645714?sid=102,https://www.munhwa.com/news/view.html?no=2024062901039910183001,문화일보,2024.06.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2024%2F06%2F29%2F2645714.jpg&type=f200_200&expire=2&refresh=true
27,"청량한 소설이 만든 그늘, 기이한 이야기가 일으킨 바람 속으로",https://n.news.naver.com/mnews/article/023/0003843148?sid=103,https://www.chosun.com/culture-life/book/2024/06/29/M7OWH2FIBNCGHKYVOI3LCDK7XU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024.06.29.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2024%2F06%2F29%2F3843148.jpg&type=f200_200&expire=2&refresh=true
